CustomerID                                                                                                                                                                                                                                                       CustomerLifetimeValue
12929                                                                                                                                                                                                                                                            54.42
12832                                                                                                                                                                                                                                                            -54.40
15402                                                                                                                                                                                                                                                            54.32
14815                                                                                                                                                                                                                                                            54.25
17503                                                                                                                                                                                                                                                            54.21
17076                                                                                                                                                                                                                                                            -539.70
16463                                                                                                                                                                                                                                                            -538.20
18189                                                                                                                                                                                                                                                            538.06
15862                                                                                                                                                                                                                                                            537.04
12906                                                                                                                                                                                                                                                            -535.96
17512                                                                                                                                                                                                                                                            -532.35
16134                                                                                                                                                                                                                                                            -532.26
14105                                                                                                                                                                                                                                                            531.75
16496                                                                                                                                                                                                                                                            531.41
17894                                                                                                                                                                                                                                                            531.31
16027                                                                                                                                                                                                                                                            531.10
17295                                                                                                                                                                                                                                                            53.72
13730                                                                                                                                                                                                                                                            53.61
17223                                                                                                                                                                                                                                                            53.40
16836                                                                                                                                                                                                                                                            -53.13
16244                                                                                                                                                                                                                                                            529.45
16676                                                                                                                                                                                                                                                            529.04
14866                                                                                                                                                                                                                                                            -528.96
15436                                                                                                                                                                                                                                                            -528.41
12944                                                                                                                                                                                                                                                            -528.32
12356                                                                                                                                                                                                                                                            527.48
17774                                                                                                                                                                                                                                                            526.53
12928                                                                                                                                                                                                                                                            -523.27
13414                                                                                                                                                                                                                                                            522.73
13038                                                                                                                                                                                                                                                            522.68
16221                                                                                                                                                                                                                                                            -521.59
14587                                                                                                                                                                                                                                                            521.16
16639                                                                                                                                                                                                                                                            -521.12
15192                                                                                                                                                                                                                                                            520.89
12668                                                                                                                                                                                                                                                            520.66
14234                                                                                                                                                                                                                                                            52.89
13991                                                                                                                                                                                                                                                            -52.84
17890                                                                                                                                                                                                                                                            -52.79
15483                                                                                                                                                                                                                                                            52.75
17214                                                                                                                                                                                                                                                            -52.51
15690                                                                                                                                                                                                                                                            -52.30
15452                                                                                                                                                                                                                                                            -52.26
15427                                                                                                                                                                                                                                                            52.20
12990                                                                                                                                                                                                                                                            -52.11
16311                                                                                                                                                                                                                                                            52.03
17511                                                                                                                                                                                                                                                            52,630.70
14286                                                                                                                                                                                                                                                            -519.87
14006                                                                                                                                                                                                                                                            519.32
14745                                                                                                                                                                                                                                                            517.70
18168                                                                                                                                                                                                                                                            516.43
16918                                                                                                                                                                                                                                                            514.71
12656                                                                                                                                                                                                                                                            -514.37
12955                                                                                                                                                                                                                                                            -512.25
13308                                                                                                                                                                                                                                                            -511.40
15228                                                                                                                                                                                                                                                            -510.96
17392                                                                                                                                                                                                                                                            51.81
18205                                                                                                                                                                                                                                                            -51.79
18101                                                                                                                                                                                                                                                            -51.37
15272                                                                                                                                                                                                                                                            -51.28
15949                                                                                                                                                                                                                                                            -51.16
14242                                                                                                                                                                                                                                                            51.07
14077                                                                                                                                                                                                                                                            -51.04
17667                                                                                                                                                                                                                                                            -509.54
14644                                                                                                                                                                                                                                                            -508.90
13895                                                                                                                                                                                                                                                            -508.38
15312                                                                                                                                                                                                                                                            507.70
13846                                                                                                                                                                                                                                                            -507.49
14282                                                                                                                                                                                                                                                            -507.27
17058                                                                                                                                                                                                                                                            506.20
12662                                                                                                                                                                                                                                                            -504.29
12585                                                                                                                                                                                                                                                            500.43
14452                                                                                                                                                                                                                                                            -50.88
17898                                                                                                                                                                                                                                                            50.83
15714                                                                                                                                                                                                                                                            -50.65
12384                                                                                                                                                                                                                                                            -50.30
14460                                                                                                                                                                                                                                                            50.05
14777                                                                                                                                                                                                                                                            -5.72
18220                                                                                                                                                                                                                                                            5.71
14893                                                                                                                                                                                                                                                            5.68
17186                                                                                                                                                                                                                                                            5.52
14104                                                                                                                                                                                                                                                            5.52
14000                                                                                                                                                                                                                                                            5.51
16689                                                                                                                                                                                                                                                            5.45
15109                                                                                                                                                                                                                                                            -5.44
18176                                                                                                                                                                                                                                                            5.40
17480                                                                                                                                                                                                                                                            5.39
16781                                                                                                                                                                                                                                                            5.31
16506                                                                                                                                                                                                                                                            5.20
15597                                                                                                                                                                                                                                                            -5.19
12544                                                                                                                                                                                                                                                            -5.17
12522                                                                                                                                                                                                                                                            5.15
14860                                                                                                                                                                                                                                                            5.08
17334                                                                                                                                                                                                                                                            -5.04
16619                                                                                                                                                                                                                                                            5.01
13300                                                                                                                                                                                                                                                            5.00
14126                                                                                                                                                                                                                                                            5.00
17306                                                                                                                                                                                                                                                            5,914.47
13488                                                                                                                                                                                                                                                            5,884.98
12939                                                                                                                                                                                                                                                            5,875.56
14258                                                                                                                                                                                                                                                            5,760.12
13113                                                                                                                                                                                                                                                            5,715.80
16033                                                                                                                                                                                                                                                            5,577.75
14527                                                                                                                                                                                                                                                            5,571.17
15078                                                                                                                                                                                                                                                            5,563.95
15615                                                                                                                                                                                                                                                            5,551.47
14062                                                                                                                                                                                                                                                            5,544.27
13458                                                                                                                                                                                                                                                            5,535.21
12931                                                                                                                                                                                                                                                            -5,514.20
14607                                                                                                                                                                                                                                                            -5,363.28
15290                                                                                                                                                                                                                                                            5,339.19
18092                                                                                                                                                                                                                                                            5,250.93
14733                                                                                                                                                                                                                                                            5,232.68
15358                                                                                                                                                                                                                                                            5,222.72
13090                                                                                                                                                                                                                                                            5,126.03
13854                                                                                                                                                                                                                                                            5,115.24
18109                                                                                                                                                                                                                                                            5,093.86
12709                                                                                                                                                                                                                                                            5,059.62
16523                                                                                                                                                                                                                                                            5,016.14
14667                                                                                                                                                                                                                                                            5,000.25
14315                                                                                                                                                                                                                                                            -499.44
13491                                                                                                                                                                                                                                                            499.40
14715                                                                                                                                                                                                                                                            499.34
13224                                                                                                                                                                                                                                                            -499.10
14005                                                                                                                                                                                                                                                            -498.79
14719                                                                                                                                                                                                                                                            -498.51
18116                                                                                                                                                                                                                                                            -498.40
14038                                                                                                                                                                                                                                                            498.36
17655                                                                                                                                                                                                                                                            -498.10
12836                                                                                                                                                                                                                                                            -497.42
17027                                                                                                                                                                                                                                                            496.67
12670                                                                                                                                                                                                                                                            -496.62
12427                                                                                                                                                                                                                                                            -496.21
14442                                                                                                                                                                                                                                                            495.96
13685                                                                                                                                                                                                                                                            495.05
15981                                                                                                                                                                                                                                                            -494.93
15951                                                                                                                                                                                                                                                            -494.71
16916                                                                                                                                                                                                                                                            -494.63
15179                                                                                                                                                                                                                                                            494.59
18231                                                                                                                                                                                                                                                            494.52
14547                                                                                                                                                                                                                                                            493.98
16600                                                                                                                                                                                                                                                            492.98
14631                                                                                                                                                                                                                                                            -492.79
14276                                                                                                                                                                                                                                                            491.26
16308                                                                                                                                                                                                                                                            -490.96
14530                                                                                                                                                                                                                                                            -490.78
14265                                                                                                                                                                                                                                                            49.76
14910                                                                                                                                                                                                                                                            49.71
16989                                                                                                                                                                                                                                                            -49.68
13416                                                                                                                                                                                                                                                            -49.40
15214                                                                                                                                                                                                                                                            -49.04
17235                                                                                                                                                                                                                                                            -489.28
17932                                                                                                                                                                                                                                                            -489.07
16212                                                                                                                                                                                                                                                            -488.96
14711                                                                                                                                                                                                                                                            -488.84
17537                                                                                                                                                                                                                                                            -488.63
17648                                                                                                                                                                                                                                                            -488.49
15671                                                                                                                                                                                                                                                            -488.35
15569                                                                                                                                                                                                                                                            487.81
15974                                                                                                                                                                                                                                                            -486.35
13658                                                                                                                                                                                                                                                            -486.08
17048                                                                                                                                                                                                                                                            485.91
13137                                                                                                                                                                                                                                                            -485.00
14837                                                                                                                                                                                                                                                            484.73
15932                                                                                                                                                                                                                                                            -484.44
12775                                                                                                                                                                                                                                                            -483.88
17671                                                                                                                                                                                                                                                            -483.69
16987                                                                                                                                                                                                                                                            -483.59
16520                                                                                                                                                                                                                                                            483.23
17198                                                                                                                                                                                                                                                            -482.24
16007                                                                                                                                                                                                                                                            -481.71
